Date,OOS_Return
2016-06-27,-0.02360173335605569
2016-06-28,0.02286875497085058
2016-06-29,0.021270162112733047
2016-06-30,0.020516023482473854
2016-07-01,-0.002626456007541363
2016-07-05,-0.006024896290876991
2016-07-06,0.0007689389454257305
2016-07-07,-4.155680005031874e-07
2016-07-08,0.012787686773877035
2016-07-11,0.0031827073457865803
2016-07-12,0.005078656562994126
2016-07-13,-0.0007638383366485684
2016-07-14,0.0036604004747114627
2016-07-15,-0.0020602320392828716
2016-07-18,-0.0028238921268289893
2016-07-19,0.002685893651570338
2016-07-20,0.0004455501905220613
2016-07-21,-0.004517181439264369
2016-07-22,0.0067876913250076365
2016-07-25,0.00029763745151202835
2016-07-26,0.0021262472145680686
2016-07-27,9.358256697611805e-05
2016-07-28,0.0037079562615733013
2016-07-29,-0.005040524139742339
2016-08-01,0.00043839208772039314
2016-08-02,-0.003160297615273041
2016-08-03,0.005302782887285095
2016-08-04,0.002512547573764661
2016-08-05,0.01882641449196023
2016-08-08,0.0004123849319914915
2016-08-09,-0.0006438638869780553
2016-08-10,-0.00575450101525192
2016-08-11,0.0038728188732788443
2016-08-12,-0.002978747047863795
2016-08-15,0.008336449681705473
2016-08-16,-0.003413272427545172
2016-08-17,0.0019282789023207466
2016-08-18,0.0026433497377391204
2016-08-19,3.91828317487684e-05
2016-08-22,0.000637610698066012
2016-08-23,0.0020856545516738296
2016-08-24,-0.0024674601033485063
2016-08-25,0.00303830579364686
2016-08-26,0.0019538006658769698
2016-08-29,0.007590230166097246
2016-08-30,0.007262146456707403
2016-08-31,0.0013907994683133903
2016-09-01,-0.002623016403901226
2016-09-02,0.00469369351137786
2016-09-06,-0.003990503567360182
2016-09-07,0.002454521505073651
2016-09-08,-0.0009289102864588723
2016-09-09,-0.016102138593326733
2016-09-12,0.013620304915233847
2016-09-13,-0.014112868570472278
2016-09-14,-0.004775713017485514
2016-09-15,0.01027031540335726
2016-09-16,-0.008438038535893299
2016-09-19,0.0050430166539043335
2016-09-20,0.0009564786271337857
2016-09-21,0.009619543652881762
2016-09-22,0.003732990256690644
2016-09-23,-0.007855638694761876
2016-09-26,-0.012219282064881938
2016-09-27,0.00642906189480201
2016-09-28,0.004947476813502851
2016-09-29,-0.01270315780156262
2016-09-30,0.01134186139701974
2016-10-03,-0.003002809384985813
2016-10-04,0.002158563828244429
2016-10-05,0.011562004042067423
2016-10-06,-2.779238049581756e-05
2016-10-07,-0.0024982680661179823
2016-10-10,0.0030744134764264133
2016-10-11,-0.012713371830032813
2016-10-12,0.00404825892950848
2016-10-13,-0.010017432694801822
2016-10-14,0.003914245579083679
2016-10-17,-0.005508933560187564
2016-10-18,0.006850981128465453
2016-10-19,0.004814776402148353
2016-10-20,-0.0031953564513417846
2016-10-21,0.0013084042911118044
2016-10-24,0.004299432923115218
2016-10-25,-0.0022065253698322455
2016-10-26,0.0032168119146983726
2016-10-27,-0.00181199671065534
2016-10-28,-0.001223486964065017
2016-10-31,0.00017934398522186792
2016-11-01,-0.0057881873036621755
2016-11-02,-0.009333984971529844
2016-11-03,0.0031430212782061913
2016-11-04,-0.003564272240838543
2016-11-07,0.020632055499978805
2016-11-08,0.002296206979576488
2016-11-09,0.029114070180721194
2016-11-10,0.023988235613075195
2016-11-11,0.004427412959232599
2016-11-14,0.013302476543739684
2016-11-15,0.0017167193132905682
2016-11-16,-0.007910918982478882
2016-11-17,0.013661774418090588
2016-11-18,0.0032441339837118786
2016-11-21,0.0036707978377369466
2016-11-22,0.00046139686949593916
2016-11-23,0.004638040889124663
2016-11-25,0.002556896454366371
2016-11-28,-0.013162795855805924
2016-11-29,0.00142086319844381
2016-11-30,0.0055136889528386735
2016-12-01,0.0073135505782832184
2016-12-02,-0.004711660485448474
2016-12-05,0.00905493149053803
2016-12-06,0.007515402986368487
2016-12-07,0.015575408003016808
2016-12-08,0.009502446343673218
2016-12-09,0.0005201044859360513
2016-12-12,-0.006783694353704603
2016-12-13,0.0016760334622514775
2016-12-14,-0.005907923530739237
2016-12-15,0.006367953635236563
2016-12-16,-0.006364173001595577
2016-12-19,0.001571008248646816
2016-12-20,0.008096514110094773
2016-12-21,-0.002406534989332564
2016-12-22,-0.0036116317450873973
2016-12-23,0.0015962401206797195
2016-12-27,0.0011616651458124022
2016-12-28,-0.009685569523883176
2016-12-29,-0.0041894963490175805
2016-12-30,0.0017086928228110532
2017-01-03,0.008059536875586588
2017-01-04,0.015339188229979015
2017-01-05,-0.005262101649525142
2017-01-06,0.007299537412806185
2017-01-09,-0.007749928316210202
2017-01-10,0.001211938420801003
2017-01-11,0.0035273784637379862
2017-01-12,-0.005464186949796332
2017-01-13,0.004297709388611358
2017-01-17,-0.013826673429556586
2017-01-18,0.00778912916648875
2017-01-19,-0.004562750582347845
2017-01-20,0.005520869559988628
